timestamp,pm25,is_spike
2022-06-15 09:00:00,1.22,False
2022-06-15 11:10:00,1.3130000000000002,False
2022-06-15 05:40:00,1.879,False
2022-06-15 03:40:00,2.818,False
2022-06-15 10:10:00,1.068,False
2022-06-15 16:10:00,0.835,False
2022-06-15 19:30:00,3.423,False
2022-06-15 06:30:00,0.873,False
2022-06-15 03:30:00,2.567,False
2022-06-15 14:50:00,0.625,False
2022-06-15 18:20:00,3.2590000000000003,False
2022-06-15 22:20:00,1.707,False
2022-06-15 06:50:00,0.857,False
2022-06-15 14:30:00,0.624,False
2022-06-15 04:00:00,2.952,False
2022-06-15 20:10:00,2.435,False
2022-06-15 21:10:00,1.404,False
2022-06-15 19:10:00,2.673,False
2022-06-15 00:40:00,5.391,False
2022-06-15 13:20:00,0.487,False
2022-06-15 18:30:00,3.131,False
2022-06-15 03:10:00,1.988,False
2022-06-15 14:00:00,0.396,False
2022-06-15 17:10:00,0.789,False
2022-06-15 04:50:00,2.433,False
2022-06-15 08:10:00,0.865,False
2022-06-15 14:40:00,0.514,False
2022-06-15 23:00:00,1.706,False
2022-06-15 07:00:00,0.667,False
2022-06-15 22:00:00,1.325,False
2022-06-15 03:20:00,2.332,False
2022-06-15 05:50:00,1.52,False
2022-06-15 02:10:00,0.929,False
2022-06-15 12:50:00,1.435,False
2022-06-15 18:40:00,4.083,False
2022-06-15 02:20:00,0.837,False
2022-06-15 07:10:00,0.702,False
2022-06-15 13:10:00,0.6799999999999999,False
2022-06-15 01:20:00,2.434,False
2022-06-15 00:20:00,5.305,False
2022-06-15 15:00:00,0.711,False
2022-06-15 21:40:00,1.255,False
2022-06-15 09:30:00,1.289,False
2022-06-15 15:20:00,0.8,False
2022-06-15 03:50:00,2.6740000000000004,False
2022-06-15 11:30:00,1.041,False
2022-06-15 20:50:00,1.641,False
2022-06-15 12:30:00,1.471,False
2022-06-15 04:20:00,2.818,False
2022-06-15 11:50:00,1.181,False
2022-06-15 00:30:00,5.406000000000001,False
2022-06-15 06:10:00,1.268,False
2022-06-15 19:40:00,2.6050000000000004,False
2022-06-15 16:40:00,1.026,False
2022-06-15 22:40:00,1.5459999999999998,False
2022-06-15 07:40:00,0.918,False
2022-06-15 20:20:00,2.952,False
2022-06-15 19:00:00,3.773,False
2022-06-15 17:00:00,0.8859999999999999,False
2022-06-15 05:00:00,2.3310000000000004,False
2022-06-15 04:40:00,2.365,False
